# Outer iteration , resolution , Inner iteration , delta_J , delta_Jb , delta_Jo, sqrt(rho), beta
 1  3   0  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.72759576E-11  0.72759576E-11
 1  3   1  0.68212103E-12  0.23092639E-13  0.68212103E-12  0.45474735E-12  0.86736174E-18
 1  3   2  0.46185278E-13 -0.71054274E-14  0.51070259E-13 -0.51159077E-12 -0.15612511E-16
 1  3   3  0.88817842E-14 -0.35527137E-14  0.11841873E-13 -0.31974423E-13 -0.26427428E-17
 1  3   4  0.00000000E+00 -0.35527137E-14  0.35613873E-14 -0.23680710E-13 -0.40753804E-15
 1  3   5  0.71054274E-14  0.88817842E-14 -0.97448091E-15 -0.26554502E-12 -0.43522643E-12
 1  3   6  0.71054274E-14  0.28421709E-13 -0.22808361E-13 -0.96488461E-13 -0.15935805E-10
 1  3   7  0.71054274E-14 -0.17763568E-14  0.92131164E-14  0.20990095E-12  0.33063334E-08
 1  3   8  0.35527137E-14 -0.35527137E-14  0.71366524E-14  0.41358233E-12  0.51438499E-06
 2  2   0  0.32136657E+02  0.16437871E-02  0.32135013E+02  0.55549818E+01  0.55549818E+01
 2  2   1  0.59538989E-02  0.11316741E-03  0.58407315E-02  0.33485756E-01 -0.97754163E-07
 2  2   2  0.15264144E-03  0.14087128E-03  0.11770157E-04  0.13648237E-02 -0.39017454E-07
 2  2   3  0.13970740E-03  0.13975118E-03 -0.43781581E-07  0.23442508E-04 -0.53643673E-07
 2  2   4  0.13778703E-03  0.13495570E-03  0.28313295E-05  0.97094577E-03  0.17353692E-02
 2  2   5  0.49366180E-04  0.76213973E-05  0.41744783E-04  0.42628410E-02 -0.23300873E-03
 2  2   6  0.22626956E-07 -0.44012163E-07  0.66639120E-07  0.23685383E-03  0.34989269E-07
 2  2   7  0.41460169E-11 -0.99124797E-09  0.99539454E-09  0.38198761E-05  0.26097030E-07
 2  2   8  0.00000000E+00  0.21778135E-11 -0.21765887E-11  0.26817594E-07 -0.10660286E-07
 3  1   0  0.26929323E+01 -0.58358603E-03  0.26935159E+01  0.52349746E+00  0.52349746E+00
 3  1   1 -0.10879866E-01 -0.58353880E-03 -0.10296328E-01 -0.12494960E+00 -0.70418563E-07
 3  1   2 -0.67792483E-03 -0.56136797E-03 -0.11655686E-03 -0.38158843E-01 -0.35616087E-05
 3  1   3 -0.55769737E-03 -0.55769699E-03 -0.38574360E-09 -0.13328564E-03  0.34003870E-04
 3  1   4 -0.55710564E-03 -0.55697552E-03 -0.13012367E-06 -0.63346285E-03 -0.38478471E-03
 3  1   5  0.20774822E-04  0.64999023E-05  0.14274919E-04  0.13165899E-02  0.10055142E-01
 3  1   6  0.37592010E-08  0.16203730E-07 -0.12444529E-07  0.43309133E-04  0.65029126E-08
 3  1   7  0.28776981E-12  0.44273918E-10 -0.43986508E-10  0.42852899E-06  0.16985842E-08
 3  1   8  0.00000000E+00  0.51869620E-12 -0.51892865E-12  0.47254717E-08 -0.14374355E-09
 4  1   0  0.00000000E+00  0.52047255E-12 -0.52049099E-12  0.47270998E-08  0.47270998E-08
 4  1   1 -0.17763568E-14  0.53290705E-14 -0.69072352E-14  0.88368155E-10  0.64281575E-08
 4  1   2  0.17763568E-14  0.17763568E-14 -0.13129688E-15  0.42693998E-12 -0.44255190E-08
 4  1   3  0.53290705E-14  0.53290705E-14  0.18431437E-17  0.21517471E-12  0.38969513E-06
 4  1   4  0.71054274E-14  0.71054274E-14 -0.31441863E-16  0.49323740E-11  0.49037384E-02
 4  1   5  0.17763568E-14  0.35527137E-14 -0.16169791E-14  0.42241906E-10  0.51346686E+02
 4  1   6  0.17763568E-14  0.12434498E-13 -0.10406172E-13  0.14588282E-09 -0.50388924E+03
 4  1   7 -0.35527137E-14 -0.35527137E-14  0.53125906E-17  0.25193283E-12 -0.26295171E+00
 4  1   8 -0.17763568E-14 -0.17763568E-14  0.00000000E+00  0.13766344E-16 -0.66479850E-05
